#Organism/Name,Kingdom,Group,SubGroup,Plasmid Name,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Agrobacterium fabrum str. C58",Bacteria,"Proteobacteria","Alphaproteobacteria",Ti,NC_003065.3,AE007871,214.233,56.6696,197,-,-,-,199,2,2001/08/14,2016/08/03
"Agrobacterium radiobacter K84",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtK84c,NC_011987.1,CP000631,388.169,57.0084,338,-,-,-,354,16,2009/01/28,2015/07/30
"Agrobacterium radiobacter K84",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtK84b,NC_011990.1,CP000630,184.668,58.9918,177,-,-,-,179,2,2009/01/28,2015/07/30
"Agrobacterium radiobacter K84",Bacteria,"Proteobacteria","Alphaproteobacteria",pAgK84,NC_011994.1,CP000632,44.42,53.5367,39,-,-,-,39,-,2009/01/28,2015/07/30
"Agrobacterium rhizogenes",Bacteria,"Proteobacteria","Alphaproteobacteria",pRi1724,NC_002575.1,AP002086,217.594,57.3164,173,-,-,-,173,-,2000/10/03,2014/12/17
"Agrobacterium rhizogenes",Bacteria,"Proteobacteria","Alphaproteobacteria",pRi2659,NC_010841.1,EU186381,185.462,58.1176,146,-,-,-,146,-,2008/06/16,2014/12/17
"Agrobacterium rhizogenes",Bacteria,"Proteobacteria","Alphaproteobacteria",pRi2659,-,CP019703,202.292,57.2727,166,-,-,-,179,13,2017/02/21,2017/02/21
"Agrobacterium sp. H13-3",Bacteria,"Proteobacteria","Alphaproteobacteria",pAspH13-3a,NC_015184.1,CP002250,601.551,57.4184,551,-,-,-,586,35,2011/03/03,2015/07/30
"Agrobacterium sp. RAC06",Bacteria,"Proteobacteria","Alphaproteobacteria",pBSY240_1,NZ_CP016500.1,CP016500,323.507,57.859,284,-,1,-,304,19,2016/08/26,2016/08/28
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",pAt,NZ_CP011248.1,CP011248,544.752,57.5715,499,-,-,-,524,25,2015/04/17,2015/08/20
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",pTi,NZ_CP011249.1,CP011249,194.264,54.6524,162,-,-,-,177,15,2015/04/17,2015/08/20
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",pTi-SAKURA,NC_002147.1,AB016260,206.479,56.0018,195,-,-,-,196,-,1999/12/02,2014/12/16
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",Ti,NC_002377.1,AF242881,194.14,54.6235,157,-,-,-,157,-,2000/06/20,2014/12/16
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",pAgK84,NC_006277.2,AY442931,44.42,53.5367,36,-,-,-,36,-,2004/09/17,2014/12/16
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",Ti plasmid pTiBo542,NC_010929.1,DQ058764,244.978,55.1245,223,-,-,-,223,-,2008/06/11,2014/12/16
"Agrobacterium tumefaciens",Bacteria,"Proteobacteria","Alphaproteobacteria",pAoF64/95,NC_019555.1,JX683454,176.574,58.8167,178,-,-,-,178,-,2012/11/23,2015/09/07
"Agrobacterium tumefaciens F2",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed p1,NZ_AFSD01000007.1,AFSD01000007,105.065,56.7144,112,-,1,-,117,4,2012/11/15,2015/08/14
"Agrobacterium tumefaciens F2",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed p2,NZ_AFSD01000008.1,AFSD01000008,401.969,59.5252,340,-,-,-,350,10,2012/11/15,2015/08/14
"Agrobacterium tumefaciens LBA4213 (Ach5)",Bacteria,"Proteobacteria","Alphaproteobacteria",pAt,NZ_CP007227.1,CP007227,556.485,57.645,508,-,-,-,537,29,2015/01/21,2015/08/15
"Agrobacterium tumefaciens LBA4213 (Ach5)",Bacteria,"Proteobacteria","Alphaproteobacteria",pTi,NZ_CP007228.1,CP007228,205.997,55.0265,175,-,-,-,190,15,2015/01/21,2015/08/15
"Agrobacterium tumefaciens P4",Bacteria,"Proteobacteria","Alphaproteobacteria",pA,NZ_CM002260.1,CM002260,661.825,56.7399,603,-,-,-,629,26,2013/10/29,2015/08/15
"Agrobacterium vitis S4",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtS4e,NC_011981.1,CP000638,631.775,56.5652,543,-,-,-,560,17,2009/01/28,2015/07/30
"Agrobacterium vitis S4",Bacteria,"Proteobacteria","Alphaproteobacteria",pTiS4,NC_011982.1,CP000637,258.824,56.6574,214,-,-,1,248,33,2009/01/28,2015/07/30
"Agrobacterium vitis S4",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtS4c,NC_011984.1,CP000636,211.62,58.6178,167,-,-,-,197,30,2009/01/28,2015/07/30
"Agrobacterium vitis S4",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtS4a,NC_011986.1,CP000639,78.73,56.7611,85,-,-,-,85,-,2009/01/28,2015/07/30
"Agrobacterium vitis S4",Bacteria,"Proteobacteria","Alphaproteobacteria",pAtS4b,NC_011991.1,CP000635,130.435,56.2311,103,-,-,-,111,8,2009/01/28,2015/07/30
"Alcaligenes faecalis",Bacteria,"Proteobacteria","Betaproteobacteria",pZD02,NZ_CP013143.1,CP013143,14.928,58.829,14,-,-,-,14,-,2015/12/06,2015/12/06
"Alicycliphilus denitrificans BC",Bacteria,"Proteobacteria","Betaproteobacteria",pALIDE01,NC_014908.1,CP002450,119.718,58.3003,102,-,-,-,108,6,2011/01/20,2015/07/30
"Alicycliphilus denitrificans BC",Bacteria,"Proteobacteria","Betaproteobacteria",pALIDE02,NC_014911.1,CP002451,78.982,64.4349,83,-,-,-,85,2,2011/01/20,2015/07/30
"Alicycliphilus denitrificans K601",Bacteria,"Proteobacteria","Betaproteobacteria",pALIDE201,NC_015423.1,CP002658,75.488,62.2324,87,-,-,-,87,-,2011/04/27,2015/07/30
"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446",Bacteria,"Terrabacteria group","Firmicutes",pAACI01,NC_013206.1,CP001728,91.726,54.1351,82,-,-,-,83,1,2009/09/10,2015/07/30
"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446",Bacteria,"Terrabacteria group","Firmicutes",pAACI02,NC_013207.1,CP001729,87.298,55.424,79,-,-,-,87,8,2009/09/10,2015/07/30
"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446",Bacteria,"Terrabacteria group","Firmicutes",pAACI03,NC_013208.1,CP001730,7.907,54.3443,8,-,-,-,8,-,2009/09/10,2015/07/30
"Aliiroseovarius crassostreae",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed,NZ_CM003503.1,CM003503,18.548,58.3459,21,-,-,-,22,1,2015/10/26,2016/04/12
"Aliivibrio fischeri",Bacteria,"Proteobacteria","Gammaproteobacteria",pES213,NC_011403.1,AY465897,5.501,37.9204,9,-,-,-,9,-,2008/10/23,2014/12/17
"Aliivibrio fischeri",Bacteria,"Proteobacteria","Gammaproteobacteria",pCG103-32,NC_016850.1,JQ031550,32.073,37.2245,37,-,-,-,37,-,2012/02/24,2014/12/17
"Aliivibrio fischeri",Bacteria,"Proteobacteria","Gammaproteobacteria",pKB1A97-67,NC_016851.1,JQ031552,76.221,41.6919,99,-,-,-,99,-,2012/02/24,2014/12/18
"Aliivibrio fischeri",Bacteria,"Proteobacteria","Gammaproteobacteria",pES657-44,NC_016853.1,JQ031551,48.951,38.0952,83,-,-,-,83,-,2012/02/23,2014/12/17
"Aliivibrio salmonicida LFI1238",Bacteria,"Proteobacteria","Gammaproteobacteria",pVSAL840,NC_011311.1,FM178381,83.54,40.0706,75,-,-,-,75,-,2008/10/01,2016/08/21
"Aliivibrio salmonicida LFI1238",Bacteria,"Proteobacteria","Gammaproteobacteria",pVSAL320,NC_011314.1,FM178382,30.807,37.287,32,-,-,-,32,-,2008/10/01,2016/08/21
"Aliivibrio salmonicida LFI1238",Bacteria,"Proteobacteria","Gammaproteobacteria",pVSAL54,NC_011315.1,FM178383,5.36,38.097,3,-,-,-,3,-,2008/10/01,2016/08/21
"Aliivibrio salmonicida LFI1238",Bacteria,"Proteobacteria","Gammaproteobacteria",pVSAL43,NC_011316.1,FM178384,4.327,35.6136,3,-,-,-,3,-,2008/10/01,2016/08/21
"Aliivibrio wodanis",Bacteria,"Proteobacteria","Gammaproteobacteria",pAWOD920,NZ_LN554848.1,LN554848,91.951,38.3313,92,-,-,-,97,5,2014/09/30,2016/08/21
"Aliivibrio wodanis",Bacteria,"Proteobacteria","Gammaproteobacteria",pAWOD150,NZ_LN554849.1,LN554849,15.266,36.2243,16,-,-,-,18,2,2014/09/30,2016/08/21
"Aliivibrio wodanis",Bacteria,"Proteobacteria","Gammaproteobacteria",pAWOD72,NZ_LN554850.1,LN554850,7.177,34.8614,9,-,-,-,9,-,2014/09/30,2016/08/21
"Aliivibrio wodanis",Bacteria,"Proteobacteria","Gammaproteobacteria",pAWOD19,NZ_LN554851.1,LN554851,2.069,37.4577,3,-,-,-,3,-,2014/09/30,2016/08/21
"Allochromatium vinosum DSM 180",Bacteria,"Proteobacteria","Gammaproteobacteria",pALVIN01,NC_013852.1,CP001897,102.242,61.9383,112,-,-,-,116,4,2010/02/17,2015/08/12
"Allochromatium vinosum DSM 180",Bacteria,"Proteobacteria","Gammaproteobacteria",pALVIN02,NC_013862.1,CP001898,39.929,53.4699,38,-,-,-,38,-,2010/02/17,2015/08/12
"Allofrancisella guangzhouensis",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed1,NZ_CP010428.1,CP010428,3.045,28.67,3,-,-,-,3,-,2015/01/21,2016/09/28
"alpha proteobacterium endosymbiont of Amoeba proteus",Bacteria,"Proteobacteria","Alphaproteobacteria",pAP3.9,NC_010983.1,EU727537,3.869,34.6601,3,-,-,-,3,-,2008/06/19,2014/12/18
"Alphaproteobacteria bacterium AO1-B",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed,-,CM007608,76.744,56.6311,61,-,-,-,61,-,2016/12/08,2016/12/08
"Altererythrobacter atlanticus",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed,NZ_CP011453.2,CP011453,88.815,62.3678,58,-,-,-,63,5,2015/05/18,2015/09/16
"Alteromonas macleodii",Bacteria,"Proteobacteria","Gammaproteobacteria",pAM1A3,NZ_CP012203.1,CP012203,148.934,42.2623,110,-,-,-,158,48,2016/03/09,2016/03/09
"Alteromonas macleodii str. 'Balearic Sea AD45'",Bacteria,"Proteobacteria","Gammaproteobacteria",pAMBAS45,NC_018680.1,CP003874,45.406,49.7247,53,-,-,-,54,1,2012/10/01,2015/08/14
"Alteromonas mediterranea",Bacteria,"Proteobacteria","Gammaproteobacteria",pAMED10_300,-,CP013931,292.506,41.5239,244,-,-,-,252,8,2016/02/17,2016/02/17
"Alteromonas mediterranea",Bacteria,"Proteobacteria","Gammaproteobacteria",pAMEDUM8_300,NZ_CP013929.1,CP013929,287.708,41.4448,242,-,-,-,249,7,2016/02/18,2016/02/18
"Alteromonas mediterranea",Bacteria,"Proteobacteria","Gammaproteobacteria",pAMCP48-600,NZ_CP018025.1,CP018025,603.655,42.9022,609,-,13,-,625,3,2016/12/03,2016/12/03
"Alteromonas mediterranea",Bacteria,"Proteobacteria","Gammaproteobacteria",MCP49-600,NZ_CP018028.1,CP018028,610.127,42.8871,616,-,13,-,632,3,2016/12/03,2016/12/03
"Alteromonas mediterranea",Bacteria,"Proteobacteria","Gammaproteobacteria",MRG65-300,NZ_CP018030.1,CP018030,302.35,38.7286,358,-,-,-,360,2,2016/12/03,2016/12/03
"Alteromonas mediterranea 615",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,-,CP004847,200.847,42.9227,216,-,-,-,216,-,2013/07/08,2016/07/26
"Alteromonas mediterranea DE1",Bacteria,"Proteobacteria","Gammaproteobacteria",pAMDE1-300,NC_019394.1,CP003918,303.282,41.4317,275,-,-,-,282,7,2012/11/06,2015/08/14
"Alteromonas mediterranea U4",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,-,CP004850,303.282,41.4317,282,-,-,-,282,-,2013/07/08,2016/07/26
"Alteromonas mediterranea UM7",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NC_021718.1,CP004854,303.282,41.4317,276,-,-,-,283,7,2013/07/09,2015/08/18
"Alteromonas stellipolaris",Bacteria,"Proteobacteria","Gammaproteobacteria",pASTE61-200,NZ_CP013927.1,CP013927,252.173,41.4287,236,-,-,-,243,7,2016/02/18,2016/02/18
"Aminobacter aminovorans",Bacteria,"Proteobacteria","Alphaproteobacteria",pAA01,NZ_CP015006.1,CP015006,534.207,63.2075,464,-,-,-,475,11,2016/08/18,2016/08/18
"Aminobacter aminovorans",Bacteria,"Proteobacteria","Alphaproteobacteria",pAA02,NZ_CP015007.1,CP015007,451.547,60.6484,387,-,-,-,409,22,2016/08/18,2016/08/18
"Aminobacter aminovorans",Bacteria,"Proteobacteria","Alphaproteobacteria",pAA03,NZ_CP015008.1,CP015008,142.965,61.7193,120,-,-,-,126,6,2016/08/18,2016/08/18
"Aminobacter aminovorans",Bacteria,"Proteobacteria","Alphaproteobacteria",pAA04,NZ_CP015009.1,CP015009,138.061,59.7062,120,-,-,-,127,7,2016/08/18,2016/08/18
"Ammonifex degensii KC4",Bacteria,"Terrabacteria group","Firmicutes",pADEG01,NC_013386.1,CP001786,27.83,60.7438,28,-,-,-,29,1,2009/10/08,2015/07/30
"Amycolatopsis benzoatilytica",Bacteria,"Terrabacteria group","Actinobacteria",pA387,NC_010905.1,EF375609,30.157,71.7412,16,-,-,-,16,-,2008/06/17,2014/12/18
"Amycolatopsis japonica",Bacteria,"Terrabacteria group","Actinobacteria",pAmyja1,NZ_CP008954.1,CP008954,92.539,68.2296,126,-,-,-,126,-,2015/01/21,2016/05/13
"Amycolatopsis mediterranei",Bacteria,"Terrabacteria group","Actinobacteria",pMEA100,NC_010852.1,EU149765,23.29,68.4414,27,-,-,-,27,-,2008/06/16,2014/12/18
"Amycolatopsis orientalis HCCB10007",Bacteria,"Terrabacteria group","Actinobacteria",pXL100,NC_023497.1,CP003411,33.499,68.9006,46,-,-,-,46,-,2014/03/02,2016/05/13
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.01,NC_019772.1,CP003660,219.925,39.1024,140,-,-,-,153,13,2013/01/09,2015/08/18
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.03,NC_019773.1,CP003662,128.78,38.3701,125,-,-,-,130,5,2013/01/09,2015/08/18
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.04,NC_019774.1,CP003663,97.606,40.0938,65,-,-,-,69,4,2013/01/09,2015/08/18
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.06,NC_019775.1,CP003665,22.823,37.1161,24,-,-,-,24,-,2013/01/09,2015/08/18
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.05,NC_020056.1,CP003664,20.633,38.1961,18,-,-,-,18,-,2013/01/02,2015/08/18
"Anabaena cylindrica PCC 7122",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANACY.02,NC_020157.1,CP003661,177.682,38.0781,142,-,-,-,144,2,2013/01/22,2015/08/18
"Anabaena sp. 90",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANA01,NC_019428.1,CP003286,80.384,37.2313,85,-,-,-,90,5,2012/11/13,2015/08/15
"Anabaena sp. 90",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANA02,NC_019429.1,CP003287,56.037,37.254,52,-,-,-,52,-,2012/11/13,2015/08/15
"Anabaena sp. 90",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",pANA03,NC_019440.1,CP003288,20.025,37.4182,18,-,-,-,18,-,2012/11/13,2015/08/15
"Anabaena sp. wa102",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",unnamed,NZ_CP011457.1,CP011457,76.597,37.1555,84,-,-,-,89,5,2015/09/02,2015/09/02
"Anabaena variabilis",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",D,NC_021575.1,KC733807,27.051,39.4588,18,-,-,-,18,-,2013/06/25,2014/12/18
"Anabaena variabilis ATCC 29413",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",A,-,CP000119,366.354,40.5332,344,-,-,-,350,6,2005/09/15,2016/07/26
"Anabaena variabilis ATCC 29413",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",B,-,CP000120,35.762,38.499,31,-,-,-,32,1,2005/09/15,2016/07/26
"Anabaena variabilis ATCC 29413",Bacteria,"Terrabacteria group","Cyanobacteria/Melainabacteria group",C,-,CP000121,300.758,41.9533,243,-,-,-,247,4,2005/09/15,2016/07/26
"Anaerococcus prevotii DSM 20548",Bacteria,"Terrabacteria group","Firmicutes",pAPRE01,NC_013164.1,CP001709,115.566,28.6347,96,-,-,-,100,4,2009/08/29,2015/07/30
"Anoxybacillus amylolyticus",Bacteria,"Terrabacteria group","Firmicutes",pDSM15939_1,NZ_CP015439.1,CP015439,258.23,43.1511,241,1,14,-,270,14,2016/08/18,2016/08/18
"Anoxybacillus amylolyticus",Bacteria,"Terrabacteria group","Firmicutes",pDSM15939_2,NZ_CP015440.1,CP015440,65.295,42.432,56,-,19,-,80,5,2016/08/18,2016/08/18
"Anoxybacillus sp. B7M1",Bacteria,"Terrabacteria group","Firmicutes",unnamed,NZ_CP015437.1,CP015437,54.976,43.197,73,-,1,-,74,-,2016/08/18,2016/08/18
"Aquifex aeolicus VF5",Bacteria,"Aquificae","Aquificae",ece1,NC_001880.1,AE000667,39.456,36.4381,29,-,-,-,29,-,1998/03/25,2016/08/03
"Archaeoglobus profundus",Archaea,"Euryarchaeota","Archaeoglobi",pGS5,NC_012890.1,FJ707368,2.802,39.8644,4,-,-,-,4,-,2009/07/07,2014/12/17
"Archaeoglobus profundus DSM 5631",Archaea,"Euryarchaeota","Archaeoglobi",pArcpr01,NC_013742.1,CP001858,2.801,39.8429,4,-,-,-,4,-,2010/01/20,2015/08/18
"archaeon enrichment culture clone 1(2010)",Archaea,"environmental samples","archaeon enrichment culture clone 1(2010)",hyperthermophilic archaeal plasmid 1,NC_025027.1,GU722198,33.795,45.3736,59,-,-,-,59,-,2014/09/26,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",unnamed,NC_012733.1,EU707943,1.92,26.8229,1,-,-,-,1,-,2009/06/04,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",pDWAN,NC_023902.1,KF955987,1.921,27.1213,1,-,-,-,1,-,2014/09/29,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",AB-1167-LD,NC_025123.1,KF740631,4.903,26.2492,11,-,-,-,11,-,2014/09/29,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",AB-1166-LD,NC_025124.1,KF740632,4.844,26.1148,9,-,-,-,9,-,2014/09/29,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",AB-1163-LD,NC_025125.1,KF740633,5.154,25.844,6,-,-,-,6,-,2014/09/29,2014/12/18
"Arcobacter butzleri",Bacteria,"Proteobacteria","delta/epsilon subdivisions",AB-1119-LD,NC_025153.1,KF740630,27.476,25.6369,35,-,-,-,35,-,2014/09/29,2014/12/18
"Arcobacter cryaerophilus",Bacteria,"Proteobacteria","delta/epsilon subdivisions",AC-6347-LD,NC_025126.1,KF740634,5.104,25.3918,7,-,-,-,7,-,2014/09/29,2014/12/18
"Arcobacter sp. L",Bacteria,"Proteobacteria","delta/epsilon subdivisions",pABL,NC_017193.1,AP012049,1.989,46.6063,2,-,-,-,2,-,2012/04/09,2016/10/12
"Aromatoleum aromaticum EbN1",Bacteria,"Proteobacteria","Betaproteobacteria",1,NC_006823.1,CR555307,207.355,57.633,232,-,-,-,234,2,2004/12/02,2016/08/21
"Aromatoleum aromaticum EbN1",Bacteria,"Proteobacteria","Betaproteobacteria",2,NC_006824.1,CR555308,223.67,63.1055,192,-,-,-,207,15,2004/12/02,2016/08/21
"Arthrobacter alpinus",Bacteria,"Terrabacteria group","Actinobacteria",pRK01,NZ_CP013201.1,CP013201,11.169,55.6361,14,-,-,-,14,-,2016/03/28,2016/03/28
"Arthrobacter rhombi",Bacteria,"Terrabacteria group","Actinobacteria",pPRH,NC_016615.1,HQ624979,5,66.44,6,-,-,-,6,-,2012/02/13,2014/12/18
"Arthrobacter sp. 31.31",Bacteria,"Terrabacteria group","Actinobacteria",p3132-53,NC_019326.1,JQ418520,47.826,63.4383,52,-,-,-,52,-,2012/11/04,2014/12/17
"Arthrobacter sp. A3",Bacteria,"Terrabacteria group","Actinobacteria",unnamed,NZ_CP013746.1,CP013746,194.226,57.1103,170,-,-,-,178,8,2016/01/06,2016/01/06
"Arthrobacter sp. AK-1",Bacteria,"Terrabacteria group","Actinobacteria",pSI-1,NC_010494.1,EF495211,99.213,61.9929,97,-,-,-,99,2,2008/03/25,2014/12/18
"Arthrobacter sp. Chr15",Bacteria,"Terrabacteria group","Actinobacteria",pChr15,NC_010492.1,EF495212,49.633,62.2952,63,-,-,-,63,-,2008/03/25,2014/12/17
"Arthrobacter sp. ERGS1:01",Bacteria,"Terrabacteria group","Actinobacteria",unnamed2,NZ_CP012477.1,CP012477,754.192,64.7924,604,14,11,-,664,35,2015/09/20,2015/09/20
"Arthrobacter sp. ERGS1:01",Bacteria,"Terrabacteria group","Actinobacteria",unnamed1,NZ_CP012478.1,CP012478,152.177,60.7963,137,-,-,-,142,5,2015/09/20,2015/09/20
"Arthrobacter sp. FB24",Bacteria,"Terrabacteria group","Actinobacteria",1,NC_008537.1,CP000455,159.538,65.029,155,-,-,-,158,3,2006/10/25,2016/10/30
"Arthrobacter sp. FB24",Bacteria,"Terrabacteria group","Actinobacteria",2,NC_008538.1,CP000456,115.507,63.3208,109,-,-,-,110,1,2006/10/25,2016/10/30
"Arthrobacter sp. FB24",Bacteria,"Terrabacteria group","Actinobacteria",3,NC_008539.1,CP000457,96.488,64.6733,97,-,-,-,100,3,2006/10/25,2016/10/30
"Arthrobacter sp. Hiyo8",Bacteria,"Terrabacteria group","Actinobacteria",pHiyo8-1,-,AP014720,313.409,63.3479,426,-,-,-,427,-,2015/08/04,2015/08/05
"Arthrobacter sp. Hiyo8",Bacteria,"Terrabacteria group","Actinobacteria",pHiyo8-2,-,AP014721,14.696,60.411,27,-,-,-,28,-,2015/08/04,2015/08/05
"Arthrobacter sp. IHBB 11108",Bacteria,"Terrabacteria group","Actinobacteria",pAG001,NZ_CP011006.1,CP011006,3.716,55.3283,5,-,-,-,5,-,2015/03/17,2015/08/19
"Arthrobacter sp. J3.37",Bacteria,"Terrabacteria group","Actinobacteria",pJ337-114,NC_019338.1,JQ418527,88.007,61.7576,98,-,-,-,98,-,2012/11/04,2014/12/17
"Arthrobacter sp. J3.40",Bacteria,"Terrabacteria group","Actinobacteria",pJ340-69,NC_019330.1,JQ418528,61.044,61.1264,73,-,-,-,73,-,2012/11/04,2014/12/17
"Arthrobacter sp. J3.40",Bacteria,"Terrabacteria group","Actinobacteria",pJ340-114,NC_019331.1,JQ418529,98.081,62.0191,112,-,-,-,112,-,2012/11/04,2014/12/17
"Arthrobacter sp. J3.49",Bacteria,"Terrabacteria group","Actinobacteria",pJ349-116,NC_019339.1,JQ418530,103.121,62.3481,113,-,-,-,113,-,2012/11/04,2014/12/17
"Arthrobacter sp. J3.53",Bacteria,"Terrabacteria group","Actinobacteria",pJ353-116,NC_019332.1,JQ418531,90.042,61.328,104,-,-,-,104,-,2012/11/04,2014/12/17
"Arthrobacter sp. Rue61a",Bacteria,"Terrabacteria group","Actinobacteria",pAL1,NC_009453.1,CP003205,112.992,60.8751,108,-,-,-,111,3,2007/05/10,2016/11/01
"Arthrobacter sp. Rue61a",Bacteria,"Terrabacteria group","Actinobacteria",p232,NC_018532.1,CP003204,231.551,61.5147,206,-,-,-,210,4,2012/09/10,2016/11/01
"Arthrobacter sp. U41",Bacteria,"Terrabacteria group","Actinobacteria",unnamed1,NZ_CP015733.1,CP015733,178.569,62.5002,158,-,-,-,167,9,2016/10/02,2016/10/02
"Arthrobacter sp. U41",Bacteria,"Terrabacteria group","Actinobacteria",unnamed2,NZ_CP015734.1,CP015734,166.444,63.354,148,-,-,-,163,15,2016/10/02,2016/10/02
"Arthrobacter sp. U41",Bacteria,"Terrabacteria group","Actinobacteria",unnamed3,NZ_CP015735.1,CP015735,61.249,62.9659,49,-,-,-,49,-,2016/10/02,2016/10/02
"Arthrobacter sp. YC-RL1",Bacteria,"Terrabacteria group","Actinobacteria",unnamed 1,NZ_CP013298.1,CP013298,112.763,57.8124,92,-,1,-,97,4,2016/01/27,2016/01/27
"Arthrobacter sp. YC-RL1",Bacteria,"Terrabacteria group","Actinobacteria",unnamed 2,NZ_CP013299.1,CP013299,59.604,58.9625,56,-,-,-,60,4,2016/01/27,2016/01/27
"Arthrobacter sp. ZXY-2",Bacteria,"Terrabacteria group","Actinobacteria",pZXY21,NZ_CP017422.1,CP017422,288.37,61.9222,260,-,-,-,278,18,2016/11/08,2016/11/08
"Arthrobacter sp. ZXY-2",Bacteria,"Terrabacteria group","Actinobacteria",pZXY22,NZ_CP017423.1,CP017423,116.799,60.9286,109,-,-,-,111,2,2016/11/08,2016/11/08
"Arthrobacter sp. ZXY-2",Bacteria,"Terrabacteria group","Actinobacteria",pZXY23,NZ_CP017424.1,CP017424,65.137,61.5042,62,-,-,-,65,3,2016/11/08,2016/11/08
"Arthrobacter sp. ZXY-2",Bacteria,"Terrabacteria group","Actinobacteria",pZXY24,NZ_CP017425.1,CP017425,64.244,59.8313,48,-,-,-,49,1,2016/11/08,2016/11/08
"Arthrobacter sp. ZXY-2",Bacteria,"Terrabacteria group","Actinobacteria",pZXY25,NZ_CP017426.1,CP017426,28.756,61.5106,36,-,-,-,36,-,2016/11/08,2016/11/08
"Aster yellows phytoplasma",Bacteria,"Terrabacteria group","Tenericutes",extrachromosomal DNA,NC_003353.1,AB064396,4.278,23.9364,2,-,-,-,2,-,2001/12/26,2014/12/18
"Aster yellows witches'-broom phytoplasma AYWB",Bacteria,"Terrabacteria group","Tenericutes",pAYWB-I,NC_007717.1,CP000062,3.972,25.6042,5,-,-,-,5,-,2006/01/18,2015/07/30
"Aster yellows witches'-broom phytoplasma AYWB",Bacteria,"Terrabacteria group","Tenericutes",pAYWB-II,NC_007718.1,CP000063,4.009,23.9461,4,-,-,-,4,-,2006/01/18,2015/07/30
"Aster yellows witches'-broom phytoplasma AYWB",Bacteria,"Terrabacteria group","Tenericutes",pAYWB-III,NC_007719.1,CP000064,5.104,21.7672,7,-,-,-,7,-,2006/01/18,2015/07/30
"Aster yellows witches'-broom phytoplasma AYWB",Bacteria,"Terrabacteria group","Tenericutes",pAYWB-IV,NC_007720.1,CP000065,4.316,24.3513,6,-,-,-,6,-,2006/01/18,2015/07/30
